resort_name,local_name,country,region,ski_area,type,opening_date_2026_27,opening_date_status,max_elevation_m,piste_km,ticket_price_min,ticket_price_max,currency,price_status,driving_distance_km_from_milan,driving_time_h_from_milan,road_head,freeride_score_0_5,ski_touring_score_0_5,score_notes,webcam_url,comments,sources,confidence
Samnaun,,CH,Graubünden,Silvretta Arena (Ischgl–Samnaun),Non-glacier,2026-11-26,confirmed_2026_27,2872,239,82.0,82.0,CHF,published_2026_27,265,4.55,,4.0,3.5,"Large high-altitude resort with extensive lift-accessed off-piste (Palinkopf, Greitspitz, Piz Val Gronda, Alp Trida side) and a strong local freeride scene but no FWT stop; touring from Samnaun is decent (Muttler, Piz Mundin, Stammerspitz) but secondary to lift skiing.",https://www.samnaun.ch/en/webcams,"2025/26 date is the traditional Ischgl/Samnaun Thursday season start (27.11.2025) inferred from the same-pattern official 2026/27 date and press on the 29.11.2025 opening concert (Rita Ora) - exact first lift day not individually verified. Fixed price published for 2026/27 by Bergbahnen Samnaun: Silvretta Skipass 1 day adult CHF 82 (Ischgl side sells in EUR, 2025/26 EUR 83 per skiresort.com). Duty-free enclave: road access only through Austria (Landeck-Pfunds-Spiss-Samnaun) or from the Engadin via Martina-Vinadi-Spiss; from Milan via Reschen pass (open) or the Engadin. Base = Samnaun-Ravaisch cable-car valley station (Twinliner, car park).",https://bergbahnen-samnaun.ch/betriebszeiten/ | https://bergbahnen-samnaun.ch/tarife/ | https://www.skiresort.com/en/ski-resort/ischgl-samnaun-silvretta-arena/ | https://www.skiinfo.de/graubuenden/samnaun/skipaesse | https://news.google.com/rss/search?q=Ischgl+Saisonopening+2025 | https://www.samnaun.ch/en/webcams,medium
Adelboden,,CH,Bern,"Adelboden–Lenk (Chuenisbärgli/Silleren/Hahnenmoos/Metsch; pass incl. Betelberg, Engstligenalp, Elsigen-Metsch, Tschentenalp)",Non-glacier,2026-11-28,confirmed_2026_27,2200,86,,,CHF,,360,5.00,,3.0,3.5,"World Cup piste resort, mostly groomed intermediate terrain with modest off-piste (Luegli, Hahnenmoos, Engstligenalp bowls) and no freeride event history; touring is good but local: Engstligenalp is a classic base (Wildstrubel, Ammertenspitz, Lohner), Sillerenbuehl/Hahnenmoos tours, Adelboden mountain-guide school.",https://www.adelboden-lenk.ch/en/Service/Webcams,"Dynamic pricing for day tickets since 2023/24 (official FAQ: the earlier you book the cheaper); no public price table for 2025/26 or 2026/27 found (webshop only, summer tariffs displayed in Sept) - price left blank, coordinator should check the webshop (peak window). 2025/26: official operating plan started 06.12.2025 (Sillerenbuehl/Metsch) but press (Nau 28.11.2025) reports an earlier opening for the weekend 29/30.11.2025 - verify exact first day. Day ticket 'Adelboden-Lenk incl. Frutigen' covers Adelboden-Lenk, Betelberg, Engstligenalp (top 2353 m), Elsigen-Metsch and Tschentenalp. AlpsPass season pass CHF 949 (2026/27). Base = Oey (Sillerenbahn valley station, car park). Route from Milan via Simplon-Loetschberg car train (Goppenstein-Kandersteg) or Bern-Frutigen; no pass closures. Milan route forced via Lucerne to avoid closed Susten.",https://www.adelboden-lenk.ch/en/Service/Passes/Day-and-multi-day-tickets | https://www.adelboden-lenk.ch/en/Service/Passes | https://www.adelboden-lenk.ch/en/Shop | https://www.skiresort.com/en/ski-resort/adelboden-lenk-chuenisbaergli-silleren-hahnenmoos-metsch/ | https://www.skiresort.com/en/snow-reports/seasonstart/adelboden-frutigen/ | https://www.skiinfo.de/berner-oberland/adelboden/skipaesse | https://news.google.com/rss/search?q=Adelboden-Lenk+Saisonstart+2025,low
Arosa,,CH,Graubünden,Arosa Lenzerheide,Non-glacier,2026-11-28,confirmed_2026_27,2865,225,61.0,89.0,CHF,estimated_from_2025_26,250,3.48,,3.5,3.5,"Good but not famous lift-accessed off-piste (Weisshorn, Hoernli, Urdenfuerggli/Urdental itineraries) without FWT/FWQ history; touring is solid locally (Aroser Rothorn, Erzhorn, Schiesshorn, Furcletta-Arosa classics) but less varied than the big hubs.",https://arosalenzerheide.swiss/en/Ski-Area/Up-to-date/Webcams,"2025/26: first skiing on the Arosa Hoernli during the 'November high' weekend 22/23.11.2025, daily operation of the whole resort from 29.11.2025 (official news). 2026/27: weekend 'November Bonus Days' possible from 24.10.2026 weather permitting, daily winter pre-season from 28.11.2026, peak season 19.12.2026-11.03.2027 (skiresort.com lists 07.11.2026). Dynamic pricing ('the earlier you book, the lower your price'); CHF 89 = skiresort.com main-season adult figure (skiinfo 2024/25 also 89), official peak range not published as a table. Base = Arosa railway station / Weisshornbahn valley station car park; Arosa road from Chur open all winter. Route from Milan via San Bernardino tunnel-Chur-Arosa. Dynamic pricing: CHF 61 for Sat 24 Jan 2026 (Blick comparison) up to CHF 89 list price.",https://arosalenzerheide.swiss/en/Ski-Area/Up-to-date/News | https://arosalenzerheide.swiss/en/Ski-Area/Lift-Company/Operating-hours | https://arosalenzerheide.swiss/en/Ski-Area/Lift-Company/Tickets-rates-winter | https://www.skiresort.com/en/ski-resort/arosa-lenzerheide/ | https://www.skiinfo.de/graubuenden/arosa-lenzerheide/skipaesse,medium
Champéry,,CH,Valais,Portes du Soleil (Swiss side: Champéry–Les Crosets–Champoussin),Non-glacier,2026-11-28,confirmed_2026_27,2254,600,72.0,81.0,CHF,estimated_from_2025_26,296,4.18,,3.5,3.0,Swiss Wall (Chavanette) and Les Crosets/Mossettes off-piste with local guiding but no major event history; touring around the Dents du Midi is decent yet not a hub.,https://skipass-pds-ch.ch/en/webcams,"Base = Champéry–Planachaux cable car (Les Crosets/Champoussin reachable by road, higher up). Swiss side sells only the full Portes du Soleil day pass in CHF: skiinfo CHF 72 vs bergfex CHF 81 high season 2025/26 (conflicting); official shop showed only season passes. Official 2026/27: Crosets 8 lift from 28 Nov 2026, Champéry–Planachaux from 5 Dec 2026, whole area 19 Dec 2026, close 11 Apr 2027. PdS official opening 2025/26 was 20 Dec 2025; skiresort top 2254 m is for whole PdS (Swiss top Pointe des Mossettes not verified). From Italy via Great St Bernard tunnel or Simplon; Pas de Morgins open in winter.",https://www.skipass-pds-ch.ch/en/timetable-winter/ | https://www.skipass-pds-ch.ch/en/passes | https://ski.ticketcorner.ch/fr/portes-du-soleil-champerycrosetschampoussinmorgins/domaine-skiable-109/forfait | https://www.skiinfo.fr/valais/champery/forfaits-de-ski | https://www.bergfex.com/champery/preise/ | https://www.skiresort.com/en/ski-resort/les-portes-du-soleil-morzine-avoriaz-les-gets-chatel-morgins-champery/ | https://www.blick.ch/fr/suisse/romande/ski-des-stations-romandes-ouvrent-des-ce-week-end/69hvzcj | https://www.watson.ch/schweiz/winter/423823282-skigebiete-schweiz-saisonstart-und-saisonende | https://www.skiinfo.fr/valais/dates-ouverture-stations,medium
Crans-Montana,,CH,Valais,Crans-Montana,Glacier + non-glacier,2026-11-28,confirmed_2026_27,2927,140,69.0,89.0,CHF,estimated_from_2025_26,245,3.57,,3.5,3.5,FWQ 2026 venue and Plaine Morte glacier/Faverges off-piste but not a renowned freeride destination; touring toward Wildstrubel/Plaine Morte with moderate variety.,https://www.crans-montana.ch/en/webcam,"Dynamic pricing (early online booking discounts); bergfex high-season 2025/26 window price CHF 89. 2026/27: partial opening 28 Nov 2026 (snow permitting), full 19 Dec 2026–4 Apr 2027. Plaine Morte opened 3 Dec 2025. Elevation 2927 m from skiresort (official says 'up to 3000 m'). Base = Crans Cry d'Er gondola (Montana–Arnouva gondola is the alternative base). From Italy via Simplon. Dynamic pricing: CHF 69 for Sat 24 Jan 2026 (Blick comparison) up to CHF 89 list price.",https://mycma-prod.spotliowebsites.com/actualites/ouverture-du-domaine-de-crans-montana/ | https://www.mycma.ch/en-US/winter-opening-hours/ | https://www.crans-montana.ch/en/home/ski/ | https://www.bergfex.com/crans-montana/preise/ | https://www.skiresort.com/en/ski-resort/crans-montana/ | https://www.mycma.ch/tarifs-hiver/,medium
Disentis,Disentis/Mustér,CH,Graubünden,SkiArena Andermatt-Sedrun-Disentis (Disentis 3000 sector),Non-glacier,2026-11-28,confirmed_2026_27,2833,60,64.0,64.0,CHF,estimated_from_2025_26,285,4.06,,4.5,4.0,"Rubric example: Disentis (Pez Ault, Lai Alv, Gendusas couloirs) has FWQ history and a strong freeride reputation for its steep north-facing terrain; touring: Val Medel/Cavardiras and Medelser huts, Piz Ault, Oberalpstock, Lukmanier tours - many documented day tours and a good base.",https://www.andermatt-sedrun-disentis.ch/de/webcam,"Disentis sells a local day ticket (CHF 64 adult main season per skiresort.com) besides the dynamic SkiArena Andermatt-Sedrun-Disentis pass (~CHF 89); check which the coordinator wants. 2025/26 first ski day not found - verify. Lukmanier pass closed in winter (treat as closed) - from Milan via San Bernardino-Chur-Ilanz-Disentis. Base = Disentis-Sax/Acletta gondola valley station (coordinates approximate, street geocode of Via Acletta). disentis3000.ch not reachable during research (SSL/timeout). 2026/27 date is a resort-supplied season entry on an aggregator (skiresort.com/bergfex); no operator publication found and no 2025/26 date available. Milan route forced via Chur to avoid closed Lukmanier.",https://www.skiresort.com/en/ski-resort/disentis/ | https://www.andermatt-sedrun-disentis.ch/en/ | https://www.bergfex.com/disentis/webcams/,low
Laax,,CH,Graubünden,LAAX (Flims–Laax–Falera),Glacier + non-glacier,2026-11-28,confirmed_2026_27,3018,176,55.0,89.0,CHF,estimated_from_2025_26,228,3.10,,4.0,3.5,"Large-resort freeride with marked freeride routes and big terrain (Cassons, Vorab glacier, La Siala, Grauberg), freeride-camp and FWQ history, world-class freestyle rather than steep big-mountain; touring is good but secondary (Vorab/Piz Segnas, Flimserstein, Ringelspitz side).",https://www.laax.com/en/webcams,"Vorab glacier allows an autumn start (typically late Oct/early Nov) but the actual 2025/26 first ski day was not found in official news or press - verify. Dynamic pricing (bergfex/laax.com: 'dynamic, depending on the day'); range CHF 55-89 taken from skiinfo (2024/25 data: prices vary 55-82 CHF, list max 89, cheaper via INSIDE LAAX app) - 2025/26 official peak range not retrieved. Flims/Falera villages are alternative bases; base used = Laax Murschetg valley station (main car park). Route from Milan via San Bernardino tunnel-Reichenau-Flims-Laax, no pass closure. 2026/27 date is a resort-supplied season entry on an aggregator (skiresort.com/bergfex); no operator publication found and no 2025/26 date available. Dynamic pricing: Blick comparison shows CHF 77.50 for Sat 24 Jan 2026.",https://www.skiresort.com/en/ski-resort/laax-flims-falera/ | https://www.bergfex.com/laax/ | https://www.skiinfo.de/graubuenden/laax/skipaesse | https://www.laax.com/en/news | https://www.laax.com/en/webcams,low
Lenk,,CH,Bern,Adelboden–Lenk (Metsch/Hahnenmoos side; pass incl. Betelberg),Non-glacier,2026-11-28,confirmed_2026_27,2200,86,,,CHF,,364,5.24,,3.0,3.5,"Metsch/Hahnenmoos and Betelberg are groomed family terrain with little steep off-piste and no freeride event history; touring from Lenk is a real plus (Iffigenalp-Wildhorn, Wildstrubel/Laemmerenhuette, Betelberg-Rothorn day tours) but with limited variety compared with hubs.",https://www.adelboden-lenk.ch/en/Service/Webcams,"Same lift company and dynamic pricing as Adelboden (no public 2025/26 or 2026/27 day-ticket price found - blank, check webshop). Same official 2025/26 plan (06.12.2025) and press-reported earlier weekend opening 29/30.11.2025 (Silleren/Metsch) - verify. Base = Metschbahn valley station Rotenbach (Lenk-Metsch gondola into the linked area, car park); Betelberg is a separate sector at Lenk village on the same pass. Route from Milan via Simplon-Loetschberg car train-Spiez-Zweisimmen or via Bern; no pass closures (Jaunpass open but not needed). Milan route uses OSRM alternative avoiding closed Susten.",https://www.adelboden-lenk.ch/en/Service/Passes/Day-and-multi-day-tickets | https://www.adelboden-lenk.ch/en/Service/Passes | https://www.skiresort.com/en/ski-resort/adelboden-lenk-chuenisbaergli-silleren-hahnenmoos-metsch/ | https://www.skiresort.com/en/snow-reports/seasonstart/adelboden-frutigen/ | https://www.skiinfo.de/berner-oberland/adelboden/skipaesse,low
Lenzerheide,,CH,Graubünden,Arosa Lenzerheide (Lenzerheide/Valbella/Churwalden/Parpan),Non-glacier,2026-11-28,confirmed_2026_27,2865,225,61.0,89.0,CHF,estimated_from_2025_26,220,3.03,,3.5,3.5,"Rothorn and Staetzerhorn offer good but moderate off-piste, no FWT/FWQ history (World Cup and MTB venue instead); touring: Lenzerhorn, Piz Scalottas, Parpaner Rothorn and Staetzerhorn day tours, decent snow but limited alpine scale.",https://arosalenzerheide.swiss/en/Ski-Area/Up-to-date/Webcams,"2025/26: the November-high weekend (22/23.11.2025) skiing was on the Arosa Hoernli side only; Lenzerheide lifts started with the daily operation on 29.11.2025 (official news) - if the Rothorn also ran on 22/23.11 the date would move. 2026/27 published: daily winter operation from 28.11.2026 (weekend bonus days from 24.10.2026 weather permitting), season to 11.04.2027. Same dynamic pricing and CHF 89 list figure as Arosa. Base = Rothornbahn valley station Lenzerheide (car park). Route from Milan via San Bernardino-Chur-Lenzerheide or Julier-Tiefencastel-Lenzerheide (both open). Dynamic pricing: CHF 61 for Sat 24 Jan 2026 (Blick comparison) up to CHF 89 list price.",https://arosalenzerheide.swiss/en/Ski-Area/Up-to-date/News | https://arosalenzerheide.swiss/en/Ski-Area/Lift-Company/Operating-hours | https://arosalenzerheide.swiss/en/Ski-Area/Lift-Company/Tickets-rates-winter | https://www.skiresort.com/en/ski-resort/arosa-lenzerheide/,medium
Leysin,,CH,Vaud,Leysin (Alpes Vaudoises),Non-glacier,2026-11-28,confirmed_2026_27,2198,60,68.0,68.0,CHF,estimated_from_2025_26,307,4.26,,3.5,3.0,"FWQ 2026 venue with Tour d'Aï/Chaux de Mont off-piste and a strong freestyle scene; touring limited to Tour d'Aï, Chaux de Mont and Pic Chaussy.",https://leysin.roundshot.com/,"Official teleleysin.ch unreachable during research (timeouts), so all key figures are from skiresort/press; webcam via Leysin roundshot (redirects to Tobogganing Park cam). Lift company Leysin–Les Mosses–La Lécherette (TLML). Base = Berneuse gondola (Leysin-Feydey). Col des Mosses open in winter. From Italy via Great St Bernard tunnel or Simplon.",https://www.skiresort.com/en/ski-resort/leysin/ | https://www.20min.ch/fr/story/vaud-villars-et-leysin-ouvrent-leurs-pistes-une-semaine-en-avance-103457221 | https://www.blick.ch/fr/suisse/romande/ski-des-stations-romandes-ouvrent-des-ce-week-end/69hvzcj | https://www.skiresort.com/en/snow-reports/seasonstart/switzerland/ | https://www.alpesvaudoises.ch/fr/Z90/leysin/destination-leysin,low
St. Moritz,,CH,Graubünden,Engadin St. Moritz (Corviglia–Piz Nair; regional Engadin pass),Non-glacier,2026-11-28,confirmed_2026_27,3057,155,55.0,70.0,CHF,published_2026_27,168,2.95,,3.5,4.0,"Corviglia/Piz Nair is mainly a groomed piste mountain with some off-piste (Piz Nair north side, Suvretta) - the serious freeriding is on Corvatsch/Diavolezza on the same pass; touring per rubric example 4.0 (Piz Nair, Piz Julier, Suvretta/Piz Bever tours, Bernina classics nearby, many guides).",https://www.mountains.ch/de/webcam/,"Engadin St. Moritz regional ski pass shared with Corvatsch, Diavolezza-Lagalb, Zuoz, Zernez etc. (Snow-Deal dynamic pricing: day/multi-day passes 'from CHF 55'; hotel Sleep+Ski pass fixed CHF 55/day; peak day price not published - only the entry price is given, max left blank). 2025/26 Corviglia first ski day not found (Corviglia normally opens late November; Diavolezza on the same pass opened 18.10.2025) - verify. Base = Signalbahn valley station St. Moritz Bad (Signal car park); alternative Chantarella funicular in St. Moritz Dorf. Route from Milan via Chiavenna-Maloja (open) or Tirano-Bernina (open); Julier open, Albula road closed in winter. 2026/27 date is a resort-supplied season entry on an aggregator (skiresort.com/bergfex); no operator publication found and no 2025/26 date available. Engadin Snow-Deal dynamic pricing from CHF 55; CHF 70 for Sat 24 Jan 2026 (Blick comparison); no upper cap published.",https://www.mountains.ch/de/winter/skifahren/pisten/ | https://www.skiresort.com/en/ski-resort/st-moritz-corviglia/ | https://www.engadin.ch/en/guide/mountains-railways/mountain-railway-tariffs/winter-tariffs-mountain-railways/snow-deal | https://booking.engadin.ch/de/skitickets | https://www.skiinfo.de/graubuenden/st-moritz/skipaesse | https://www.mountains.ch/de/webcam/,low
Villars–Gryon,,CH,Vaud,Villars–Gryon–Les Diablerets (Alpes Vaudoises),Non-glacier,2026-11-28,confirmed_2026_27,2120,100,69.0,69.0,CHF,estimated_from_2025_26,297,4.17,,3.0,3.0,"Mainly on-piste family terrain with limited off-piste (Chaux Ronde, Meilleret); modest touring (Chamossaire, Diablerets foothills).",https://www.tvgd.ch/webcams/,"Dynamic pricing (TVGD: up to -50% online); skiresort main-season CHF 69; bergfex CHF 84 is likely the Alpes Vaudoises pass incl. Glacier 3000 (bergfex lists 1300–3000 m). 2025/26: five Bretaye pistes opened weekend 29–30 Nov 2025, full opening 5 Dec 2025. Col de la Croix (Villars–Les Diablerets road) closed in winter. Base = Villars Roc d'Orsay gondola. From Italy via Great St Bernard tunnel or Simplon.",https://www.tvgd.ch/ | https://www.tvgd.ch/tarifs/ | https://www.20min.ch/fr/story/vaud-villars-et-leysin-ouvrent-leurs-pistes-une-semaine-en-avance-103457221 | https://www.bergfex.com/villars/ | https://www.skiresort.com/en/ski-resort/villars-gryon-les-diablerets/ | https://www.skiresort.com/en/snow-reports/seasonstart/switzerland/ | https://www.blick.ch/fr/suisse/romande/ski-des-stations-romandes-ouvrent-des-ce-week-end/69hvzcj,medium
Thyon,,CH,Valais,4 Vallées (Printse sector: Thyon 2000/Les Collons),Non-glacier,2026-12-04,confirmed_2026_27,2700,220,79.0,79.0,CHF,published_2026_27,266,3.88,,3.5,3.0,Marked but unsecured Eteygeon freeride itinerary from Greppon Blanc and Thyon–Dixence off-piste; touring mainly toward Val d'Hérens/Dixence with modest variety.,https://www.thyon.ch/ete/en-live/webcam/,Télé-Thyon SA operates Thyon 2000/Les Collons; Printse pass CHF 79 (skiinfo 2026/27). 3330 m (Mont Fort) only with the 4 Vallées pass; Thyon sector tops at Greppon Blanc (official value not found). Official thyon.ch is in summer mode; 2026/27 date from skiinfo provisional list. Base = Thyon 2000 (drive-to). From Italy via Simplon or Great St Bernard tunnel. Top of local Printse pass ~2700 m (Greppon Blanc); Mont Fort 3330 m reachable only with the full 4 Vallées pass.,https://www.skiinfo.fr/valais/thyon-4-vallees/station-de-ski | https://www.skiinfo.fr/valais/veysonnaz/forfaits-de-ski | https://www.nendaz.ch/en/Z13484/ski-area | https://www.skiresort.com/en/ski-resort/4-vallees-verbier-la-tzoumaz-nendaz-veysonnaz-thyon/ | https://www.blick.ch/fr/suisse/romande/ski-des-stations-romandes-ouvrent-des-ce-week-end/69hvzcj | https://www.skiinfo.fr/valais/dates-ouverture-stations,medium
